#Table1
objid,ra,dec,u,g,r,i,z,class,redshift
1237648721219092716,153.398299671081,-0.175484772684325,19.52077,17.50807,16.52395,16.08269,15.73608,GALAXY,0
1237648721219092632,153.47429239505,-0.154835468680885,18.73601,16.59921,15.56108,15.12695,14.77491,GALAXY,0.098474
1237648721218961430,153.078393446964,-0.0602616563675149,17.35868,16.26491,15.91327,15.79312,15.79815,STAR,-8.446973E-05
1237648721222369285,160.828752003381,-0.0705591444009573,16.65255,15.25659,14.74202,14.51043,14.4436,STAR,0.0001516963
1237648721222369305,160.870311778309,-0.107491714877502,18.13072,17.12615,16.77296,16.61514,16.58501,STAR,0.0006917032
1237648721222369318,160.904733279753,-0.107095743772595,19.06678,17.72688,17.19687,17.00829,16.93172,STAR,8.066136E-05
1237648721222369323,160.927097342897,-0.0322789045699083,18.79042,17.88058,17.62543,17.5206,17.52951,STAR,-0.0004775175
1237648721222369344,160.957186389872,-0.164095365443386,19.19784,18.10792,17.75565,17.53977,17.55157,STAR,0.0001289052
1237648721218765006,152.716994596474,-0.13428038179901,17.95627,16.46152,15.72164,15.30538,15.0177,GALAXY,0.06864782
1237648721222434843,160.998938414247,-0.137050238438147,18.98122,17.79334,17.74025,17.74687,17.80063,STAR,0.0009896372
1237648721222434882,161.055515377012,-0.0568786679365761,18.65966,18.64919,18.44382,18.29225,17.75518,QSO,0.2794001
1237648721218699400,152.463010730857,-0.121920000876416,18.70498,17.23423,16.5517,16.18321,15.91227,GALAXY,0.06256203
1237648721218699361,152.567216896437,-0.0747872633850973,17.89386,16.11245,15.34051,15.00042,14.70411,GALAXY,0.09642068
1237648721218634007,152.432608580649,-0.0521289999164167,18.951,17.08533,16.11569,15.69776,15.33339,GALAXY,0.09537001
1237648721218633997,152.40891873447,-0.159743399743281,19.27068,18.5268,18.12876,17.75474,17.72392,GALAXY,0.1375496
1237648721218633899,152.289487026633,-0.0630713146608052,19.45274,17.62178,16.68552,16.27155,15.9206,GALAXY,0.09546287
1237648721218633849,152.354824176563,-0.129743707300528,19.49632,17.59388,16.67482,16.25166,15.95042,GALAXY,0.09504843
1237648721219158110,153.499265299934,-0.0905232420230381,19.12968,17.53014,16.70312,16.30732,16.00915,GALAXY,0.09169753
1237648721219158109,153.496121934502,-0.081581071761015,18.18003,16.07295,15.08006,14.62374,14.25727,GALAXY,0.09037467
1237648721222565910,161.276532311712,-0.163711854232385,17.1251,16.15409,15.83,15.69785,15.6484,STAR,0.0008827613
1237648721222565962,161.400649567922,-0.111358920413063,18.70817,16.86406,16.06191,15.79165,15.64074,STAR,1.568313E-05
1237648721222631514,161.49322934921,-0.192245667304498,19.30395,17.32079,16.5657,16.27233,16.13474,STAR,6.744718E-05
1237648721222631528,161.513189362218,-0.0990757548895831,19.11634,17.62148,17.05464,16.83174,16.72701,STAR,0.0001235052
1237648721222631629,161.544145156061,-0.12184304423489,17.82768,16.44714,15.97222,15.77034,15.68768,STAR,0.0003533293
1237648721221713944,159.340725215685,-0.00154936658850221,18.43512,17.30352,17.19988,17.21554,17.21168,STAR,0.000760672
1237648721221910580,159.835214457552,-0.200241896044308,15.28501,13.46948,12.64379,12.23991,11.98074,GALAXY,0.01870119
1237648721222959220,162.302711644973,-0.148570966569134,18.98696,18.42847,18.18905,18.11359,18.12924,STAR,0.0002197755
1237648721222959222,162.312761410269,-0.118406278605016,19.15502,18.88439,18.95928,19.06675,19.30268,STAR,9.800895E-05
1237648721222959225,162.317540793172,-0.190654622890092,16.45375,15.16379,14.64925,14.45265,14.37625,STAR,-7.080165E-05
1237648721222172675,160.389299190074,-0.0434346202370934,18.76115,18.83121,18.30667,17.88415,17.73796,QSO,0.2355931
1237648721224269916,165.272615631112,-0.0320420680282826,19.34051,18.82448,18.66954,18.67161,18.44065,QSO,2.465038
1237648721222500373,161.193506406901,-0.044969625010599,18.58002,17.43739,17.07333,16.91059,16.82726,STAR,0.0004129916
1237648721222500410,161.251068430446,-0.100488957175539,17.21988,16.20425,15.81616,15.65534,15.59316,STAR,0.0004573163
1237648721223090217,162.508045287518,-0.103408211593269,18.47567,17.46438,17.09931,16.9689,16.87556,STAR,0.00018669
1237648721223090220,162.509881717108,-0.113918873591844,16.98644,15.37064,14.77947,14.58687,14.48692,STAR,0.0001210264
1237648721223090231,162.513043012056,-0.0630746700144335,18.54453,16.95218,16.374,16.18088,16.07762,STAR,-4.69683E-05
1237648721222303801,160.759218047038,-0.0109286615029888,18.67858,17.15744,16.58635,16.34711,16.25685,STAR,0.0003913364
1237648721223286830,162.998415977094,-0.0881595285676927,18.72364,17.35558,16.74915,16.53477,16.41882,STAR,0.0009922212
1237648721223614545,163.751570781165,-0.136171601185218,17.99722,16.98947,16.65293,16.52785,16.47898,STAR,0.001062651
1237648721223417917,163.296223315716,-0.0352577105004826,19.25582,17.7518,17.09506,16.8157,16.69779,STAR,5.122186E-05
1237648721222500711,161.12279439935,-0.0251580975362326,19.26911,18.17957,17.7335,17.40679,17.19194,GALAXY,0.09374776
1237648721218633979,152.388011336357,-0.00952870182677649,19.30342,17.38579,16.42225,15.99919,15.64936,GALAXY,0.09656405
1237648721222631457,161.442829833462,-0.042658382969443,17.15389,15.35015,14.71204,14.47325,14.34087,STAR,0.000113235
1237648721221451889,158.778097215685,-0.0303316475976296,18.76714,16.93103,16.0499,15.61207,15.25153,GALAXY,0.08272831
1237648721222631612,161.518730673363,-0.177986707851576,19.32405,17.68169,17.10512,16.89007,16.78698,STAR,-3.101596E-05
1237648721221517527,158.97335281754,-0.056488268438244,19.56036,18.1666,17.6468,17.35279,17.20367,GALAXY,0.05840081
1237648721222762570,161.766942950126,-0.016352840682289,18.90762,17.51275,16.959,16.76904,16.69106,STAR,-0.000281904
1237648721223024735,162.430854716343,-0.179767474245073,19.07089,17.99339,18.23998,18.4201,18.54165,STAR,8.587234E-05
1237648721223024744,162.466643968668,-0.123451623713192,18.76744,17.77106,17.47652,17.34718,17.31581,STAR,-2.843419E-05
1237648721223090409,162.580738673954,-0.0243617076978546,19.25711,17.95819,17.41637,17.06631,16.86301,GALAXY,0.06754486
1237648721223090412,162.586248395473,-0.148397244126739,18.75063,16.87296,15.93817,15.52167,15.19163,GALAXY,0.07578713
1237648721222303752,160.681879618736,-0.0673130469062874,19.19234,17.68114,17.11344,16.88688,16.77531,STAR,-0.0002016995
1237648721222631428,161.420245333233,-0.118186507542886,17.55939,15.94559,15.35866,15.11023,14.9878,STAR,6.889436E-05
1237648721222696981,161.589680623294,-0.139390033095262,18.23932,17.24913,16.99509,16.87244,16.88283,STAR,0.0004558917
1237648721222696983,161.597681297918,-0.123725938044943,18.56306,17.41163,17.01773,16.8403,16.80348,STAR,0.0003353291
1237648721222565943,161.344313251445,-0.119528394088266,18.86095,17.92421,17.60709,17.49901,17.49169,STAR,0.001197876
1237648721222565945,161.344796758381,-0.0751119110894935,18.00958,16.51789,15.96056,15.77066,15.67472,STAR,0.0001108395
1237648721222565947,161.350307805453,-0.071774484124932,17.99961,16.75183,16.29919,16.145,16.07619,STAR,0.0001906328
1237648721222631463,161.443660159901,-0.169091552625001,18.0626,16.5958,15.98307,15.69596,15.53854,STAR,0.0006070798
1237648721222631469,161.45656832794,-0.052769700394593,18.61088,17.13977,16.58828,16.374,16.28645,STAR,3.23568E-05
1237648721223876839,164.385522163532,-0.117600386378936,19.45144,18.10209,17.56396,17.34624,17.27157,STAR,0.0001450647
1237648721222697009,161.639229534509,-0.111928493330545,19.5775,18.53526,18.15818,18.00863,17.9714,STAR,0.0005857185
1237648721222697013,161.650824552746,-0.0342715403667708,18.04496,16.92113,16.59071,16.49057,16.42327,STAR,0.0001419423
1237648721222697017,161.678432850908,-0.161632678927152,19.46347,17.90801,17.30854,17.02564,16.86848,STAR,0.0006455175
1237648721222697023,161.699868626057,-0.167956426304981,19.11721,17.46007,16.84387,16.60608,16.46212,STAR,-0.0001024321
1237648721222697063,161.707494996594,-0.200929163786067,16.44366,14.89118,14.32441,14.02744,13.87977,STAR,0.0002676195
1237648721222697072,161.715233971775,-0.108551409276921,17.57148,15.59289,14.71958,14.27395,13.91622,GALAXY,0.04001037
1237648721222697176,161.671442704411,-0.04864841938357,18.59288,16.55683,15.60689,15.17174,14.81244,GALAXY,0.07691381
1237648721221714102,159.422814113036,-0.0223593717864135,19.34998,18.33746,17.79092,17.44933,17.23392,GALAXY,0.1316363
1237648721221779630,159.601978715527,-0.190076705771781,18.65759,17.36591,16.66049,16.25913,15.99489,GALAXY,0.1237914
1237648721222959131,162.218262815203,-0.0636901797012666,16.13098,14.88174,14.46439,14.32152,14.28702,STAR,-1.209281E-05
1237648721222959171,162.252104244043,-0.0576288489914525,18.28061,16.5791,15.90827,15.64609,15.50249,STAR,-7.174535E-05
1237648721224204454,165.150089820447,-0.0124347118639572,17.4546,15.66078,14.84173,14.42503,14.07379,GALAXY,0.03815033
1237648721224663136,166.209324914991,-0.16880733135837,17.59233,16.48953,16.0504,15.89767,15.85089,STAR,0.0001799836
1237648721222172802,160.428523070865,-0.189881083349835,18.78296,17.72537,17.02269,16.65418,16.39706,GALAXY,0.09522899
1237648721222172822,160.469239449786,-0.18392610509923,19.17129,19.37596,19.27049,18.94564,18.91857,QSO,1.699722
1237651539249791061,188.838699614338,67.7990916241407,18.63508,17.3618,16.63587,16.2711,16.07431,GALAXY,0.1112659
1237651539252281587,203.539419121504,66.6341492960899,18.72576,17.59347,17.08776,16.77949,16.59331,GALAXY,0.0942363
1237651539252084912,202.503967898151,66.7728506858774,19.48282,19.32088,19.32268,19.14916,19.17474,QSO,1.677295
1237651539251822648,200.978803810113,67.0566818703432,18.68348,17.26285,16.74038,16.56742,16.52606,STAR,4.360647E-05
1237651539251822618,200.726015434751,66.9786795224592,16.13412,14.65729,14.14972,13.98663,13.93591,STAR,0.0001342379
1237651539251757171,200.487807712546,67.0111090982898,19.27921,17.93257,17.41072,17.21489,17.11903,STAR,-0.0001953703
1237651539251757147,200.373140379599,67.0365236583614,19.3126,18.39455,18.18594,18.11289,18.12921,STAR,-0.0002830471
1237651539251757124,200.694204254881,67.0040462547811,17.5213,16.11642,15.61503,15.43778,15.37864,STAR,-0.0001301258
1237651539251757103,200.46635336298,66.9697227119444,18.20319,17.86569,17.86702,17.93724,17.84665,QSO,0.7312256
1237651539251757093,200.470798364394,67.0490633697306,19.18822,19.11772,18.94297,19.03124,19.11115,QSO,1.120681
1237651539251626096,199.609496353862,67.1095547345916,19.42145,17.71329,17.03578,16.70236,16.43268,GALAXY,0.08167672
1237651539251626085,199.89920198964,67.0538382050538,16.35411,15.36218,15.16367,15.11111,15.14995,STAR,-0.0001995788
1237651539251495029,199.178539087791,67.1617233853755,18.34527,18.14055,17.93281,17.87583,17.8449,QSO,1.408558
1237651539251101719,196.70755975068,67.3162818645372,18.99553,18.69853,18.44378,18.50162,18.69406,QSO,1.021832
1237651539250839600,195.021296351047,67.4069898828286,18.37883,16.32108,15.30301,14.84614,14.49638,GALAXY,0.1022092
1237651539250774152,194.934440071123,67.5711484079301,18.38426,17.16695,16.38097,15.95168,15.67543,GALAXY,0.1603603
1237651539250577504,193.761540367092,67.4797171472823,18.20099,17.3812,17.21683,17.11916,17.04035,GALAXY,0.0279711
1237651539250511942,193.114965514802,67.5324473371797,18.90951,17.34743,16.60007,16.19603,15.88355,GALAXY,0.07986909
1237651539250249903,191.822319082121,67.6631919417673,19.2304,17.82257,16.97016,16.45071,16.11515,GALAXY,0.1365892
1237651539249987774,190.186386785214,67.6973666541739,19.05127,17.91999,17.46708,17.1048,17.00166,GALAXY,0.08698221
1237651539249791131,189.114113790535,67.8468951778727,19.32212,18.15855,17.62229,17.2464,17.07263,GALAXY,0.1308844
1237651539249791070,188.839435926655,67.6831731905941,19.37695,17.99182,17.33057,16.94163,16.64449,GALAXY,0.08598596
1237651539252281566,203.508165940579,66.710417553411,19.3084,17.69991,16.83956,16.34941,15.95881,GALAXY,0.09380584
1237651539252281515,203.34960486719,66.8111951532094,19.13304,17.45045,16.54577,16.09769,15.78812,GALAXY,0.1278112
1237651539252281485,203.670769147393,66.7425534035416,19.06301,18.04043,17.5572,17.34267,17.26282,STAR,-0.001420585
1237651539252281459,203.60165072399,66.7594282849719,17.38268,15.87162,15.24967,15.02886,14.93537,STAR,-2.881035E-05
1237651539252281412,203.385074022003,66.7152431079339,18.78902,17.80289,17.59499,17.5227,17.57111,STAR,-0.0002780858
1237651539252215967,203.080070035229,66.6902895730479,19.46704,17.73493,16.8053,16.36002,15.94764,GALAXY,0.09366535
1237651539252215953,203.039827943253,66.7539766350196,19.3843,18.45509,18.18004,18.07136,18.06899,STAR,-0.0008864079
1237651539252346908,203.675229555514,66.6826719113433,18.93154,18.71976,18.67759,18.43212,18.41593,QSO,1.743467
1237651539252346914,203.810229043459,66.7712621426724,18.12641,16.7814,16.19981,15.97904,15.88556,STAR,-0.001052635
1237651539252346916,203.826093201921,66.6747708260376,18.62198,18.46028,18.49064,18.29739,18.22425,QSO,1.727218
1237651539252346918,203.802435514787,66.6347342847834,19.08302,18.18745,17.83685,17.6858,17.63041,STAR,-0.0006391488
1237651539252084778,202.367255798582,66.8994261133817,17.34268,15.93528,15.39938,15.21028,15.14285,STAR,-0.0004615604
1237651539252084770,202.320760927288,66.9140551745504,17.76215,16.73149,16.46528,16.38712,16.39745,STAR,-0.0002246882
1237651539252346939,203.968693933549,66.6148609512396,17.41816,16.09992,15.67162,15.51882,15.4999,STAR,-2.575611E-05
1237651539252019282,201.928803931351,66.8177264540135,19.30805,17.9817,17.48905,17.29702,17.20194,STAR,-7.453762E-05
1237651539252019216,201.900834016944,66.8295893789086,18.93147,17.83449,17.46727,17.33574,17.28844,STAR,-0.0003021372
1237651539251953795,201.50937713543,66.8552863199339,19.51822,18.50961,18.12851,17.98455,17.92653,STAR,-0.000131537
1237651539251953789,201.572332851991,66.9760451082202,19.52102,18.44862,17.97991,17.80103,17.71455,STAR,0.0003844684
1237651539251953679,201.501316051824,66.9432291846547,19.03537,17.60997,17.05954,16.83017,16.7164,STAR,-0.001033555
1237651539251888298,201.328774309903,67.0783364377816,19.1412,18.18093,17.79362,17.64888,17.59512,STAR,-0.0002520644
1237651539251888293,201.276588131175,67.0389235180879,19.5824,19.34617,19.26938,19.16666,19.16045,QSO,0.7229504
1237651539251888193,201.30676332401,67.0137860015638,18.87247,17.07755,16.41515,16.18798,16.11436,STAR,-9.231778E-05
1237651539251888188,201.240145729528,66.9437964776039,18.00653,16.61263,16.07662,15.87952,15.79192,STAR,-7.749333E-05
1237651539251888179,201.289999775613,67.0675797054182,17.94797,16.90792,16.48573,16.31034,16.23095,STAR,-0.0008551162
1237651539253067880,207.797172147666,66.2418273263475,19.55118,19.44841,19.36084,19.23314,19.07924,QSO,2.110653
1237651539251822754,200.901947603553,67.04646910178,19.27786,17.89218,17.37549,17.1916,17.14257,STAR,-9.050647E-05
1237651539251822701,201.052108646455,66.9834366784656,18.69028,17.73824,17.44617,17.33021,17.33229,STAR,-0.0005456454
1237651539251626171,199.921891232692,67.0766469504903,19.31468,18.06867,17.57453,17.39786,17.37477,STAR,-0.0003042733
1237651539251626062,199.748564029872,67.1187534340168,17.57432,15.7761,15.10021,14.82369,14.69458,STAR,-0.0001086721
1237651539253264392,208.658619610613,65.9850959682648,19.07682,18.97608,18.88553,18.7153,18.54873,QSO,2.048008
1237651539251560529,199.348628256246,67.0732580034458,18.40613,16.5611,15.67238,15.21015,14.85081,GALAXY,0.06748982
1237651539251429439,198.673921421573,67.2136323359235,18.83863,18.62709,18.41281,18.29319,18.24026,QSO,1.432846
1237651539251167359,197.10240988004,67.3616180326502,19.35075,18.03179,17.45678,17.11616,16.91973,GALAXY,0.09877037
1237651539251167337,196.99546811809,67.3807749162771,18.30367,16.70793,15.98614,15.60376,15.29919,GALAXY,0.02810622
1237651539251036318,196.418676779155,67.4492856803783,19.31843,18.23345,17.85341,17.72226,17.72063,STAR,-0.0003721811
1237651539251036250,196.226447141944,67.5017941805962,19.26936,18.92753,18.8115,18.54709,18.54994,QSO,0.5384061
1237651539250839689,195.286558812865,67.412949860869,19.22516,18.15972,17.57144,17.22792,17.01337,GALAXY,0.1596445
1237651539250839573,195.229374911858,67.4179053310092,18.42472,18.32748,18.15513,17.94509,17.71956,QSO,0.255159
1237651539252543504,204.728140421017,66.5252436352845,19.11142,18.13461,17.71844,17.54869,17.45832,STAR,-0.001395343
1237651539250577544,193.495789322401,67.5809737887488,19.54178,18.32107,17.76681,17.42197,17.32798,GALAXY,0.1044902
1237651539252543515,204.868938920738,66.6279493548146,16.69123,15.68767,15.37002,15.25366,15.22149,STAR,-0.0005813715
1237651539252543541,204.922031768525,66.6470209461559,18.63176,16.92049,16.29236,16.09159,15.98681,STAR,-0.0001132153
1237651539249987755,190.07419632025,67.6768627588727,19.43475,18.01707,17.30977,16.8571,16.58849,GALAXY,0.1011219
1237651539249856746,189.262747405793,67.8456765501618,19.07322,17.77971,17.09404,16.75613,16.67287,GALAXY,0.1104834
1237651539249856631,189.391729003128,67.8209594102825,19.14855,18.04506,17.43543,17.03516,16.87172,GALAXY,0.1382033
1237651539252674669,205.764328595497,66.4531819928896,18.8939,17.39215,16.86004,16.67929,16.61913,STAR,-0.0001148093
1237651539252674745,205.830876236823,66.5061705668892,18.60598,17.4747,16.99198,16.78319,16.67753,STAR,-0.0009623079
1237651539252740107,205.888523147077,66.4667711975926,16.75574,15.16588,14.59135,14.40127,14.31088,STAR,-0.0003371275
1237651539252740198,206.194614949534,66.4700435858139,18.27211,16.86604,16.32232,16.12984,16.02989,STAR,-0.0001942399
1237651539252740292,206.07830679257,66.4103076476541,19.51725,17.36079,16.21609,15.68702,15.2523,GALAXY,0.09752323
1237651539252150443,202.94494770503,66.8875816862068,19.55474,18.01317,17.45621,17.26053,17.16981,STAR,-0.0001975472
1237651539252150400,202.81505518719,66.926281202128,19.14416,18.90747,18.73529,18.70175,18.28659,QSO,0.3885841
1237651539252150362,202.679330769005,66.8956852499472,19.47955,18.29774,17.65232,17.2913,17.0836,GALAXY,0.1608874
1237651539252150302,202.634034838944,66.8094234413901,17.97462,17.0546,16.76237,16.66164,16.67228,STAR,-0.0007111916
1237651539252805806,206.329287129518,66.3212264328582,19.33568,19.17689,18.9427,18.92801,18.75716,QSO,0.9977673
1237651539252871343,206.747364567713,66.39178265753,18.53284,17.42366,16.9822,16.67792,16.49899,GALAXY,0.0458725
1237651539252871351,206.771205813761,66.3766257821516,19.56001,17.11446,16.12667,15.80357,15.63378,STAR,-8.767555E-05
1237651539252019242,202.192713620544,66.9700906218043,17.95369,17.07775,16.81512,16.70282,16.67335,STAR,-0.0005860925
1237651066813153312,168.110734174446,64.2806575260214,18.67686,17.72177,17.29969,17.16583,17.11863,STAR,-0.0006896805
1237651066813153314,168.101375626686,64.3110244875922,18.33576,16.91109,16.29373,16.04751,15.9232,STAR,-0.0008169203
1237651066813153316,168.099235308305,64.3476162106541,18.9478,17.40294,16.76124,16.53667,16.4174,STAR,-9.256072E-05
1237651066813153357,167.974606456231,64.3034158215173,19.31686,17.74233,16.74929,16.26675,15.89602,GALAXY,0.1398903
1237651066813218865,168.360523462614,64.4820447379138,17.57783,16.38427,15.93241,15.76717,15.70311,STAR,-0.0003384472
1237651066813218982,168.457904461478,64.4409447625359,19.56596,17.08389,15.96498,15.54583,15.31009,STAR,-6.076316E-05
1237651066813218998,168.563550503997,64.3639999981901,18.75478,17.81586,17.45502,17.23735,17.10947,GALAXY,0.03460345
1237651066811711612,160.921602271695,63.1999075119462,19.26728,17.71661,16.97824,16.56144,16.25102,GALAXY,0.09198444
1237651066813284371,168.725510362751,64.4446704334654,18.47864,17.36696,17.08074,16.9735,16.96758,STAR,-0.00119011
1237651066813284440,168.670644748583,64.3086182711756,19.083,17.31173,16.34124,15.89388,15.54569,GALAXY,0.130554
1237651066814136339,173.015976613763,64.8202249840591,18.10102,17.20689,16.79515,16.62661,16.54177,STAR,-0.0005859184
1237651066814136424,173.174242731613,64.8110993676357,17.9971,17.00968,16.89178,16.87575,16.91015,STAR,-0.0003615004
1237651066814136480,173.318350316293,64.7945864576085,17.43927,16.54393,16.26628,16.17604,16.17673,STAR,8.955409E-05
1237651066813677612,170.733120960339,64.5801876130324,18.61369,17.37061,16.83439,16.61617,16.51832,STAR,-0.0003750672
1237651066813415435,169.233723543429,64.5095215178702,17.82694,17.71808,17.66296,17.60286,17.56618,QSO,1.964671
1237651066813415466,169.31724950928,64.5209693855538,18.96771,17.84761,17.33884,17.14859,17.05853,STAR,-0.0001813337
1237651066814136530,173.187222460906,64.7847154297148,18.4846,17.49839,17.17431,16.99421,16.82377,GALAXY,0.03071128
1237651066814136558,173.214930559895,64.8282180151003,17.99698,16.27342,15.46071,15.07664,14.77753,GALAXY,0.06317962
1237651066813415518,169.349483883774,64.3803743985705,18.18781,17.32908,16.96855,16.75418,16.64154,GALAXY,0.0307946
1237651066813481153,169.863333228808,64.5140141193883,19.53428,18.47696,18.10272,17.96651,17.94353,STAR,-0.0006621437
1237651066813677737,170.740544366569,64.595621642501,18.62269,17.20179,16.59441,16.20957,15.98061,GALAXY,0.05498474
1237651066812104847,162.996532614872,63.6494348000102,19.41697,18.16286,17.44506,17.09806,16.80145,GALAXY,0.1371583
1237651066813087901,167.764976915775,64.2461166290674,17.96255,16.82413,16.42635,16.21528,16.07885,GALAXY,0.0352282
1237651066814070912,172.747713893317,64.7488600935288,19.11631,17.21971,16.20612,15.79474,15.44894,GALAXY,0.1233364
1237651066813153394,168.115792902835,64.3611015586561,17.97944,16.88784,16.50769,16.33352,16.21581,GALAXY,0.01397838
1237651066814333096,174.283225165974,64.8796740006946,19.37012,19.06112,18.6036,18.22749,18.17273,QSO,0.2089251
1237651066814464133,174.758523065881,64.9755676920356,19.40961,18.13751,17.54515,17.16394,16.98131,GALAXY,0.06385853
1237651066814464174,174.953177864055,64.9350978444351,19.32059,19.15001,19.06714,19.17262,19.28212,QSO,1.131716
1237651066814529540,175.150694946679,64.9434482475304,17.99543,17.0819,16.81694,16.71456,16.7068,STAR,-0.0005122555
1237651066814529594,175.382763694404,64.962056419693,18.90545,17.67418,17.1548,16.81449,16.66356,GALAXY,0.06394125
1237651066814529658,175.260343907177,65.0436377292063,18.25209,17.13923,16.77682,16.52469,16.38247,GALAXY,0.04225102
1237651066813612165,170.435303502156,64.616458405537,19.37221,18.34581,17.98579,17.86031,17.81455,STAR,-0.0002796336
1237651066814726271,176.262098447033,64.9571438481106,19.42992,19.40003,19.30947,19.07403,18.85251,QSO,1.971911
1237651066814726276,176.236636186163,65.0421358964175,18.37808,17.0888,16.56421,16.23624,16.04731,GALAXY,0.06328439
1237651066814726292,176.298684667511,65.0856346711538,19.42574,18.30037,17.54904,17.09603,16.81979,GALAXY,0.1563295
1237651066814791755,176.821650619517,65.1001160850457,18.82372,17.80391,17.4765,17.35078,17.32772,STAR,-0.0005672273
1237651066814791824,176.694990160639,65.0627990650313,18.70639,17.41225,16.81081,16.46794,16.276,GALAXY,0.06393041
1237651066814857361,177.104839280898,65.179970585694,18.32593,16.49773,15.63451,15.23611,14.91386,GALAXY,0.07602461
1237651066814857367,177.133288201825,65.0853791535634,19.18168,18.04991,17.55266,17.24087,17.04699,GALAXY,0.06460316
1237651066814922783,177.333945012149,65.128836225704,19.26718,18.04545,17.46798,17.09051,16.97313,GALAXY,0.1450056
1237651066814922809,177.168074747299,65.2139213851733,18.11884,16.61893,15.63543,15.1831,14.8508,GALAXY,0.1451468
1237651066814922841,177.307312589591,65.1171192302156,19.1606,19.07757,18.9013,18.60514,18.48528,QSO,1.841837
1237651066814922852,177.359132783842,65.1932181818507,19.02511,19.02357,18.98506,18.75184,18.5585,QSO,1.996491
1237651066814922874,177.452551601122,65.1675283652596,19.40254,19.30448,19.19843,19.25038,19.15788,QSO,0.9082503
1237651066815119692,178.335849364947,65.2583274656279,19.50159,19.17366,18.3176,17.83315,17.4803,QSO,0.2362013
1237651066815184952,178.804844438333,65.2687856578304,17.91203,16.52699,15.90248,15.54038,15.27492,GALAXY,0.06256755
1237651066815250601,179.225677355418,65.1883996421486,18.2986,16.40734,15.47687,15.04791,14.70669,GALAXY,0.07859906
1237651067348451367,159.993135764359,63.534045095257,18.53227,18.57526,18.54366,18.39367,18.21482,QSO,2.015878
1237651066815315993,179.369535897215,65.1318868608582,18.8079,18.78413,18.55275,18.56484,18.61087,QSO,1.286244
1237651066815316173,179.681180787525,65.1412740848905,19.48158,18.00253,17.04203,16.63427,16.41134,QSO,0.1717367
1237651066815381653,179.934983192301,65.3248722338835,18.35673,17.16352,16.68627,16.34992,16.13235,GALAXY,0.05543968
1237651066814267472,173.732662106545,64.9481173249763,18.89185,17.05532,16.07946,15.65182,15.30706,GALAXY,0.1140134
1237651066815512685,180.39937502986,65.2758802835062,19.42421,19.38206,19.08901,19.11207,19.24806,QSO,1.225383
1237651066815512689,180.437921081969,65.3228089798622,19.50309,18.68222,18.39074,18.2808,18.24323,STAR,-0.0006017621
1237651066815578314,180.794699548781,65.3493741995096,19.53786,18.4165,18.54669,18.65601,18.78528,STAR,-0.0001032337
1237651066815578330,180.848134431231,65.164012937615,18.41807,16.72706,15.95782,15.56886,15.26052,GALAXY,0.03939519
1237651066815578363,181.013388660211,65.216791799864,19.40637,17.86708,17.0391,16.58428,16.23616,GALAXY,0.03901441
1237651066815643762,181.19489166609,65.227880680767,18.79933,17.76761,17.51585,17.29077,17.20235,GALAXY,0.03955486
1237651066815709275,181.658160357641,65.2362948922818,18.66375,17.62634,17.50665,17.50994,17.56556,STAR,-0.0001808959
1237651066814267486,173.790574483929,64.9622736732611,17.85561,16.86915,16.58479,16.39507,16.27015,GALAXY,0.03840065
1237651066815840284,182.309125483405,65.2721384029133,18.08982,17.16025,16.87148,16.74735,16.73582,STAR,-0.0004779193
1237651066815840392,182.42188967407,65.2053388902855,19.32525,19.04708,18.42179,18.07418,17.70507,QSO,0.3103086
1237651067347468312,155.495677296345,62.5384140609438,16.86149,15.83107,15.60239,15.53286,15.55181,STAR,-0.0001931392
1237651066816168026,183.99854599103,65.2192776951081,16.73457,15.19308,14.50167,14.15287,13.87344,GALAXY,0.05857956
1237651066813677577,170.700007301602,64.5694473801672,18.60795,16.28003,15.34406,15.03773,14.88633,STAR,-5.639736E-05
1237651066813677608,170.671650724728,64.6367318991175,18.00776,17.06846,16.70287,16.5513,16.50136,STAR,-0.0008697213
1237651066816299197,184.999417112905,65.3226752781892,18.86132,17.23041,16.349,15.88425,15.55801,GALAXY,0.09835576
1237651066816888940,188.027029460066,65.2261208944375,18.42579,16.69967,15.88093,15.49456,15.14573,GALAXY,0.03900601
1237651066816888960,188.059538318629,65.3177970911152,19.29642,18.10692,18.14032,18.20488,18.25659,STAR,-0.0002755714
1237651066814201858,173.360224829656,64.9241478099663,18.44823,16.08467,15.06945,14.70999,14.52119,STAR,-0.0001503134
1237651066814201897,173.548013293534,64.8520144598476,17.64873,17.23355,17.22859,17.00893,17.2229,QSO,0.6129866
1237651066814201920,173.34952543522,64.8595014954551,19.312,18.30437,18.00293,17.90355,17.91362,STAR,-0.0001191396
1237651066814201934,173.338573981084,64.9325990057092,18.857,17.0188,16.13772,15.71152,15.37888,GALAXY,0.06291984
1237651066814201936,173.404014881791,64.8417264099144,19.10308,17.93293,17.52964,17.24649,17.08539,GALAXY,0.03793384
1237651067347402865,155.34919581637,62.5524022752444,18.5276,17.52464,17.32263,17.2606,17.28169,STAR,0.0002340111
1237651067347402947,155.386599112448,62.5310563013246,19.2841,18.18001,18.24142,18.33973,18.46925,STAR,-0.0005454536
1237651066814201972,173.602678344506,64.8305859141955,18.49037,17.7261,17.42187,17.12002,17.0383,GALAXY,0.1148821
